Volume,Centroid_1,Centroid_2,Centroid_3,EquivDiameter,PrincipalAxisLength_1,PrincipalAxisLength_2,PrincipalAxisLength_3,Orientation_1,Orientation_2,Orientation_3,EigenVectors_1,EigenVectors_2,EigenVectors_3,EigenVectors_4,EigenVectors_5,EigenVectors_6,EigenVectors_7,EigenVectors_8,EigenVectors_9,EigenValues_1,EigenValues_2,EigenValues_3,Solidity,SurfaceArea,WeightedCentroid_1,WeightedCentroid_2,WeightedCentroid_3,MeanIntensity,MinIntensity,MaxIntensity,sphericity,id,nb_branch_pt,SkeletonSize,MeanWidth,MaxWidth,MinWidth,channel_2_MaxIntensity,channel_2_MeanIntensity,channel_2_MinIntensity,channel_2_WeightedCentroid_1,channel_2_WeightedCentroid_2,channel_2_WeightedCentroid_3,channel_2_Ratio_MaxIntensity,channel_2_Ratio_MeanIntensity,channel_2_Ratio_MinIntensity,channel_2_Ratio_WeightedCentroid_1,channel_2_Ratio_WeightedCentroid_2,channel_2_Ratio_WeightedCentroid_3
1848,31.20670995671,367.974025974026,15.1861471861472,15.2253674080045,43.1672569803718,10.6463824321528,7.08284936828543,64.5154689922878,-45.3182951632972,-68.1294421776594,0.302550136194186,0.634750526420772,0.711024039183931,-0.0523542166679583,0.755926956365424,-0.652559171751643,0.951694515633018,-0.160206759684663,-0.261937670191549,116.463254700591,7.08409118072821,3.13542219836384,0.6784140969163,1045.30605294861,30.922416253452,367.866895602985,14.9440964201751,527.094155844156,0,1517,0.696693839824986,1,0,30,3.290943,3.605551,2.828427,551,59.9415584415584,0,28.0110316686527,366.193361138194,11.181408659228,125,0.346240886619862,0.000683994528043776,27.8351207824728,366.031439998281,10.9251399655564
3270,44.4330275229358,766.278593272171,6.64036697247706,18.4154800090608,64.9661559991441,12.7545690373472,9.14435045031807,6.85428201076608,5.15189970397678,-101.092332637437,-0.988841894471463,-0.118862514028002,0.0897964949039241,0.0645283636579288,0.201532135535806,0.977354024205153,0.134267635794027,-0.9722430257427,0.191613415169611,263.787589081571,10.1674394580285,5.22619657238955,0.584345961401001,1877.13694346586,44.6191217054881,768.533017464858,6.71531706667823,303.291437308869,0,1311,0.567570745765179,2,2,75,2.756283,3.605551,2,297,12.0385321100917,0,44.7699283645786,772.151755321851,5.30356144896611,58,0.210845003525649,0.000847457627118644,43.7415485683382,761.4697168336,6.28910175287875
897,159.279821627648,446.255295429208,4.80936454849498,11.9655116397488,33.2164356387965,8.12941794505977,6.46251372142558,8.99186898343364,-4.28190605991059,90.3347039913199,0.984953595563742,0.155858043055926,0.0746638131951074,0.0728319591329645,0.0174391917527106,-0.997191747017526,0.156722430796969,-0.98762550848274,-0.00582534799816483,68.9582247841442,4.13046475784123,2.61025522497588,0.654266958424508,647.220835654794,159.617065103121,448.373259600509,5.0447867075787,130.433667781494,0,627,0.694960194411886,3,0,27,2.199742,2.828427,2,702,58.6789297658863,0,159.192134511257,445.709565878218,3.79443336183148,278,8.20539246924336,0.00224215246636771,158.839851701776,443.387571091743,3.59805994078183
1287,184.304584304584,476.033411033411,6.33799533799534,13.4956345118724,31.4631942663225,11.0650345121374,6.09667866660554,67.0045581755925,-18.9407064894027,-79.0604822864828,0.369505720226034,0.870693506857549,0.324589494340687,-0.0501933771666512,0.367502776206766,-0.928666966338809,0.927871837922052,-0.326855513333373,-0.179497425593603,61.870787090022,7.65218679717452,2.3230931727402,0.757504414361389,800.602834080331,182.82468277399,475.43252317004,5.97864943544872,377.936285936286,0,1565,0.714692732556014,4,0,19,2.700275,3.162278,2,618,81.1204351204351,0,181.07455795866,474.655926131683,4.83321200743281,92,0.68770759408409,0.00112233445566779,186.436865897148,476.894478351479,5.42840756738797
606,173.707920792079,826.239273927393,3.56600660066007,10.4992433201177,26.0866715222038,6.22199693396811,5.67367549180053,66.9023287327725,8.62224504374258,-36.6979883016908,-0.387866057339846,-0.909441669492778,0.149919216092644,-0.7726691911565,0.232135193457459,-0.59084310353598,0.502535812257399,-0.345005944512059,-0.792734921427168,42.5321519442099,2.41957786539429,2.01191209914113,0.809078771695594,467.970573563287,175.168280570456,826.847364178302,3.27342482658413,165.810231023102,0,743,0.740026597059219,5,0,14,2.545263,3.162278,2,141,11.7970297029703,0,176.46761784865,827.112323401874,2.76234438382991,69,0.698855545676245,0.00151745068285281,172.717185645959,825.686837051271,3.32884466403153
368,184.991847826087,643.192934782609,4.04891304347826,8.89098202280317,14.6456752177551,7.27821320387197,5.14835714005513,-86.2039653014186,16.7418292574954,85.9050113991494,-0.0633985836396361,0.955511498303667,0.288059709438807,-0.0902757931131648,0.281966226617964,-0.955167696388763,0.993896826018816,0.0865610978229176,-0.0683832989363204,13.4059876614979,3.31077421506351,1.65659882759729,0.922305764411028,283.370577692206,185.131129797685,643.261551910748,4.15656481558571,130.554347826087,0,815,0.876384285079059,6,0,6,2.677416,3,2,251,26.1875,0,184.552350316489,643.0365258898,3.43364117463941,71,2.17082683537991,0.00122549019607843,185.284923032528,643.308098673152,3.63042924600541
916,195.060043668122,423.133187772926,2.61135371179039,12.0494054204448,57.3367148680023,5.58494446579074,4.88659306470525,-9.43388704959602,-1.94889159632034,-41.3918963401741,-0.985904774743593,0.16381462070885,-0.0340080164049704,0.14514778760908,0.736372655549939,-0.66082329855304,0.0832099446579234,0.656445033647408,0.749770646871214,205.468679490912,1.9494752928729,1.49242448625159,0.744110479285134,791.128775459963,195.09896539469,423.27360440168,2.40751734214371,165.875545851528,0,662,0.576545949922417,7,0,47,2.19776,2.828427,2,344,42.4879912663755,0,195.263701533955,422.379968652843,2.26840360749248,341,3.05425654976632,0.00190114068441065,195.058152575183,422.28702329813,2.3508813586496
1595,200.734169278997,451.702194357367,7.06144200626959,14.496194975873,24.4560246981004,17.00320869683,11.208678110582,40.9569357535706,18.1388948584557,34.5768380634394,0.717672389691117,0.622916685179278,-0.311321609272956,0.406281416462339,-0.737619145089329,-0.539308267538188,0.565580897584419,-0.260562468753556,0.782448367730839,37.3810715021311,18.0693191242472,7.852154061665,0.534875922199866,950.84640865936,200.046425802332,451.255590860027,7.1145309150615,164.957993730408,0,700,0.694300608016404,8,1,23,2.808721,4.123106,2,894,187.164890282132,0,200.665408269911,453.616508334227,4.81366571979848,724,15.3796965666728,0.00217864923747277,203.100174125871,455.016461270818,4.68102642281674
1771,225.444381705251,342.490118577075,4.30095990965556,15.0108970455451,57.5474718918086,8.35450252167789,6.14111028324224,-35.1400173392551,3.08149810101363,102.057384909299,-0.816565517533659,0.574744298746697,0.0537563636526508,0.0772435393358626,0.201078699077977,-0.976524854987305,0.572061352658836,0.793244191806833,0.208589215825906,206.981970071157,4.36235702404515,2.35707721943393,0.676987767584098,1196.18009472282,225.460946939925,342.376467862464,4.30417453632556,192.530773574252,0,1010,0.591788599039472,9,0,45,2.448039,3,2,374,45.343308865048,0,225.314957099984,342.616303251435,3.5159583079088,265,2.83811036585928,0.00112107623318386,223.974112581008,344.284347993061,3.50890805482799
795,236.574842767296,345.932075471698,2.75723270440252,11.4936023825847,42.153633052158,5.84784306780349,5.51854384348045,-31.4252197235709,0.571715775528545,-6.7336469252686,0.853278902298869,-0.521359330282714,-0.00997815708424233,-0.516790384085124,-0.848045150660436,0.117248118784348,0.0695903284141353,0.0948887304608884,0.993052523798582,111.058048718499,2.13732928410358,1.903395384526,0.724043715846995,648.474676056591,236.875725094361,345.48543285858,2.39136377842421,366.250314465409,0,1426,0.639984107419197,10,0,28,2.33018,2.828427,2,187,14.9937106918239,0,236.645553691275,345.638842281879,2.3119966442953,44,0.131013533805864,0.000772200772200772,236.93858892346,344.615854024245,4.15416151312454
2001,226.981509245377,506.35932033983,6.16041979010495,15.6344577106439,46.5553664289771,11.6041167915982,6.77215832452697,-42.0560923606889,-4.96798892001313,-106.4958338662,0.739700035899592,-0.667341324205646,0.0865991564485325,0.12855076339621,0.266448104241824,0.955238247232694,0.660544137904799,0.695457378099761,-0.282878908945528,135.462633958521,8.41597040706571,2.86638302327874,0.669902912621359,1206.24095673313,227.218197346459,506.128565164188,6.35127385098572,217.675662168916,0,1417,0.636621712467695,11,1,34,2.665775,3.605551,2,327,34.4332833583208,0,228.470094773661,504.518062147139,5.32643938404377,129,1.37819275936038,0.000705218617771509,225.404388965075,507.436144583122,5.30649671584385
1155,256.649350649351,972.955844155844,5.41038961038961,13.0175060235015,33.7284535152659,9.09550056815109,5.58650736276984,-70.5003217578813,5.36910872058903,-97.7446621003095,-0.332337030871309,0.938507573333,0.0935715379174987,-0.157978736612567,0.0424173901728468,-0.986531035390789,0.929835908475221,0.342643108507274,-0.13416737122912,71.1005360332156,5.17050816157731,1.9505665321426,0.827363896848137,739.145649712046,257.148511854717,972.77519517644,5.66830334622499,180.212121212121,0,945,0.720236989969062,12,0,24,2.54912,3,2,456,89.7861471861472,0,255.82371773237,972.876782735311,4.78571497449447,279,6.80206623065106,0.00186219739292365,254.595341916009,973.191773236345,3.67442357641935
1707,264.326889279438,541.86877562976,4.16461628588166,14.8278539464399,53.683301509076,8.30568265321105,6.30083813836952,15.4119280487052,-2.59305524294789,-71.95908055956,0.963052980480966,0.265484701888227,0.0452419036960915,-0.0408331588766644,0.309991721227973,-0.949861982556557,0.26619844087237,-0.912920043505146,-0.30937903006455,180.118553807148,4.31152277099067,2.48128507787076,0.728242320819113,1110.98012083352,264.144806429842,541.026421866372,4.11946131664519,190.966608084359,0,759,0.621727652524083,13,0,45,2.795502,3.162278,2,652,88.3889865260691,0,263.948296659597,540.794160922587,3.54015774125133,326,4.14295454077674,0.00174216027874564,265.228358969072,545.361705201848,3.5382055976121
811,261.880394574599,405.524044389642,2.32182490752158,11.570196745193,57.7312008259971,5.50134199654402,4.5675044003151,-6.59813258650428,-1.24164417384443,1.46721103359839,0.993143264231456,-0.114877794029089,0.021669082830136,-0.114315942434417,-0.993114577502477,-0.025598852658028,-0.0244606217627466,-0.0229462064639575,0.999437416545875,208.305721800725,1.89154773518363,1.30388102793111,0.688455008488964,744.375562803716,261.918788586684,405.082596362423,1.98896490349853,221.689272503083,0,1194,0.564988038603717,14,0,46,2.189277,2.828427,2,730,136.367447595561,0,261.633072318571,408.439770692804,1.90564587590647,278,3.79591613903276,0.00223713646532438,261.915744121087,407.004292802296,2.73230183734032
677,271.084194977843,579.819793205318,2.69423929098966,10.8942335677085,35.3834824106127,6.79520242507087,5.09070712998196,22.039923437598,1.61274625440681,-15.9258540137166,-0.926555431590797,-0.375103914384586,0.0281440154020962,-0.368007646052025,0.888447185272583,-0.274284471723194,-0.0778807077320178,0.264496979934715,0.961236673753439,78.2494267188838,2.88592349985556,1.61970619270307,0.698658410732714,560.376513087346,270.985777834809,579.79267718893,2.53028358783524,207.19940915805,0,728,0.665370148276439,15,0,29,2.364289,3,1,1440,514.22599704579,30,271.238100025565,579.622981004277,2.3562423340639,708,13.5725515435405,0.152542372881356,271.750760786998,580.102707977244,2.85259716127789
645,303.117829457364,650.474418604651,2.98294573643411,10.7198085898429,19.5148500225508,9.4850292757433,6.21077975769245,33.0397576638701,1.72534405400917,18.2525477799297,-0.837912391487915,-0.544973677734987,0.0301083836664373,-0.50988297592846,0.801255425447678,0.313064041449984,0.194736167799769,-0.246968487395989,0.949254650335724,23.8018357126658,5.62286127260672,2.41086157491014,0.710352422907489,490.235864835698,303.118938979476,650.626313444369,2.8013152774096,274.885271317829,0,820,0.736408603773551,16,1,11,2.5803,3.316625,2,1095,287.306976744186,0,303.716004813478,650.458613265124,2.71141258303519,705,4.47417082714734,0.00224215246636771,303.449572800283,649.89812964483,2.35104746379592
4371,320.525280256234,589.132921528254,10.9556165637154,20.2858897755108,54.8421486259394,21.9859921849116,8.93710307944535,32.5122329944127,-10.1140338857167,99.2910936127395,0.830172355561433,0.529127336903379,0.17560786258912,0.0593669383258709,0.229294769397916,-0.971544891068122,0.554336925249792,-0.816975011899565,-0.158941508852509,187.978829119351,30.2114907721871,4.99198821578948,0.498972602739726,2582.20983982228,319.742963440732,587.803331724424,9.38736678441607,267.802562342713,0,1125,0.500664114091745,17,7,93,2.471829,3.162278,1.414214,419,43.7016700983757,0,318.263946183646,585.933378703801,8.58995916657942,245,1.02686513626506,0.001085776330076,319.641326138591,588.270174404742,12.7169690238606
