Volume,Centroid_1,Centroid_2,Centroid_3,EquivDiameter,PrincipalAxisLength_1,PrincipalAxisLength_2,PrincipalAxisLength_3,Orientation_1,Orientation_2,Orientation_3,EigenVectors_1,EigenVectors_2,EigenVectors_3,EigenVectors_4,EigenVectors_5,EigenVectors_6,EigenVectors_7,EigenVectors_8,EigenVectors_9,EigenValues_1,EigenValues_2,EigenValues_3,Solidity,SurfaceArea,WeightedCentroid_1,WeightedCentroid_2,WeightedCentroid_3,MeanIntensity,MinIntensity,MaxIntensity,sphericity,id,nb_branch_pt,SkeletonSize,MeanWidth,MaxWidth,MinWidth,channel_2_MaxIntensity,channel_2_MeanIntensity,channel_2_MinIntensity,channel_2_WeightedCentroid_1,channel_2_WeightedCentroid_2,channel_2_WeightedCentroid_3,channel_2_Ratio_MaxIntensity,channel_2_Ratio_MeanIntensity,channel_2_Ratio_MinIntensity,channel_2_Ratio_WeightedCentroid_1,channel_2_Ratio_WeightedCentroid_2,channel_2_Ratio_WeightedCentroid_3
2192,446.46897810219,819.932937956204,7.71806569343066,16.1168677596164,47.2362656000407,10.6844118648795,6.84449752903555,-75.9442463064171,13.2954784454598,-98.3626611864083,-0.236356431182959,0.944059365533701,0.229972937074257,-0.196342595576667,0.18539348338545,-0.962849334776956,0.951622415982659,0.272729115912317,-0.141540124109786,139.454049239849,7.13479105614866,2.92794665156086,0.753782668500688,1220.41908777389,443.781556371218,820.737866776709,7.04894555089807,105.025091240876,0,798,0.66865510728098,34,0,33,2.904039,3.162278,2,709,80.7819343065693,0,442.846617798209,820.682787986943,6.60792098218824,300,13.6346051487505,0.0025,446.433697066382,819.568538017937,7.58635148942581
1083,431.478301015697,619.650969529086,5.11080332409972,12.741188612288,14.689492659027,11.431002196,9.89211841272957,-55.6771119274751,-1.23525413079731,34.0986895593841,-0.563724971853017,0.825681189555159,-0.0215575815919336,0.677068812895412,0.476895206605808,0.560489772003737,-0.473066569008752,-0.301366114769364,0.827880719762881,13.4863246612255,8.16673820030986,6.11587541821646,0.8664,568.746411424951,431.694787286948,619.319318233193,4.91633889416339,40.8476454293629,0,424,0.896708100044746,35,0,1,3,3,3,1379,592.706371191136,76,431.437430382567,619.399137873286,4.81871659336876,1378,242.048083928665,1.2843137254902,431.186096341511,619.642893509525,5.02274522446458
795,433.80251572327,635.328301886792,6.53836477987421,11.4936023825847,13.6143043708298,10.5527672965466,9.00465392022383,-88.077014299904,4.44306755506549,94.5662136755763,-0.0334552885159547,0.996433329991711,0.0774684616598503,0.0769750020936241,0.0798505288788604,-0.993830338684855,0.996471571457511,0.027285745718154,0.0793718801440626,11.5843302188498,6.96005610094147,5.06773701393765,0.828988529718457,475.495257246989,433.915548838088,635.303986397128,6.61590780275836,6.65786163522013,0,229,0.87280257881617,36,0,1,3.605551,3.605551,3.605551,179,26.159748427673,0,434.261720440448,634.879309515796,6.39039284512189,180,22.7215315652912,0.00961538461538462,434.254075629622,634.84306240071,6.32558777507221
744,441.032258064516,274.510752688172,4.67069892473118,11.2423759555247,11.7765452223032,10.4319595577122,8.80385537946035,-73.4298642903969,-16.623494363934,-133.764280303136,0.273269453886333,-0.91841237531769,0.286081307386525,0.604046414936953,0.395288599631591,0.692007840709273,0.748633244101864,0.0162982166083765,-0.6627840024932,8.66793858580946,6.80161126335898,4.84424184640331,0.908424908424908,415.500059420284,441.100043861398,274.429905498624,4.580086925316,168.541666666667,0,567,0.955641477969389,37,0,4,4.519199,4.89898,4.123106,2218,1128.89650537634,277,440.901726278993,274.405377313225,4.34442593692813,1694,72.2065752305977,1.30676328502415,441.07003777461,274.703396717418,4.51317409991266
374,442.57486631016,297.534759358289,3.74331550802139,8.93904231874461,10.3006731632517,8.25685081249137,6.75159857508672,-70.4273563193903,-27.2905292829235,-145.529055552829,0.297713711351665,-0.837342136240051,0.458502664060053,0.689841326459213,0.520692041500717,0.502989803303019,0.65991324458766,-0.166547124846884,-0.732650370110481,6.63149172600833,4.26097408373371,2.84900520744457,0.91219512195122,268.264260491121,443.071392659628,297.370286576169,3.60080442433384,10.6363636363636,0,310,0.935769835565826,38,0,3,3.307392,3.605551,3,95,5.18449197860963,0,441.790613718412,297.893759669933,3.97679216090768,96,4.66138443059695,0.00321543408360129,441.747440322345,297.715463219335,3.89467408095702
528,442.464015151515,534.698863636364,7.23863636363636,10.0279409225411,14.2191339376418,8.68620059408899,6.55154469694426,8.92389438334796,-69.9291842779081,-62.1554296781849,0.339027190834776,0.0532351043029264,0.939269177363197,0.748011684083342,0.590252828843593,-0.30344706048492,0.570560324899553,-0.805461123650293,-0.160291278423139,12.6364856210373,4.715630047547,2.68267111975365,0.835443037974684,362.181704011218,442.460625674218,534.626393383675,6.88745055735347,5.26704545454545,0,181,0.872261890719757,39,0,7,2.863433,3.316625,2.44949,200,17.2613636363636,0,442.445029624753,534.550032916392,6.74698266403336,142,15.7467630082782,0.00549450549450549,442.530850518359,534.602496154021,6.87266064812367
731,447.387140902873,446.311901504788,6.79343365253078,11.1765110427197,19.7983935351311,10.0684612036392,7.19772321835935,50.0335415751806,-31.1814833203312,110.106394855038,0.54954137336589,0.655697070870956,0.517750548247301,0.048834925770664,0.593444536981393,-0.803392016111633,0.834038026101991,-0.466781461476555,-0.294101408085214,24.498524160745,6.33586943807428,3.23795122050683,0.635099913119027,530.500088104724,446.719840995506,445.464742481853,5.5755271344625,7.91518467852257,0,228,0.739736273945885,40,3,19,2.398867,3,2,227,27.5704514363885,0,446.586136747048,445.489133670735,5.82142502728987,228,22.0493865113451,0.00574712643678161,446.721720513949,445.577995083313,6.11769093217121
895,455.31061452514,745.461452513966,9.57765363128492,11.9566120368822,19.87208181135,11.3952096498126,7.79966444645282,17.1005877709361,-54.161131942895,148.495087864596,0.559622447786973,0.172168629044451,0.810666811400264,-0.15419697522066,-0.939471021989837,0.305969756142939,0.814276371243643,-0.296229914111193,-0.49920119112434,24.6812272198117,8.11567518519887,3.80217284232875,0.630281690140845,609.68719984938,455.066944092636,745.163560702008,9.65695675773476,6.17541899441341,0,252,0.736646399950356,41,0,18,2.54905,3.162278,2,246,21.3664804469274,0,454.667311614286,744.615384615385,8.30617580923495,247,19.0760107587272,0.00418410041841004,454.679709749799,744.748730496255,8.31459887067112
975,461.449230769231,590.933333333333,4.72820512820513,12.3027443017902,14.3529144893949,10.2459156661425,9.68846676533063,66.4779127094897,3.75303742647253,87.4859072760925,-0.398246668667233,-0.914939942946471,0.0654560287258461,-0.0141216773500457,0.077465956146976,0.99689498136316,0.917169651222865,-0.39608575642068,0.0437710456396144,12.8753846462427,6.56117423985648,5.86664926643226,0.939306358381503,500.095433508189,461.596085316567,591.100777972858,4.28816249490595,334.729230769231,0,1036,0.950825847884884,42,0,3,4.684904,5,4.472136,1705,687.967179487179,58,461.197118824989,590.815295303294,4.12682626481883,950,6.7719604712614,0.271889400921659,460.578068667033,589.811505690244,4.57344191095369
377,460.814323607427,356.962864721485,4.3368700265252,8.96287987778561,9.79734788654354,9.22558358337808,6.34229699119802,26.7152440997452,-66.8815622160861,119.104577422586,-0.350720223062457,-0.176510827787655,-0.919695195599464,0.499122213229148,0.795731839841477,-0.343056635737796,0.792383960839856,-0.579357201332835,-0.190978773342819,5.99925160062245,5.31946202836844,2.51404569528497,0.910628019323672,268.953769767237,460.929137229715,357.133590237636,4.30593020766431,12.3899204244032,0,163,0.938355467231906,43,0,3,3.310036,3.605551,3.162278,253,22.4694960212202,0,460.807224648802,357.175776177547,4.49226773698501,254,16.9056142692308,0.00625,460.806133299255,357.260567712776,4.46283263048948
