Volume,Centroid_1,Centroid_2,Centroid_3,EquivDiameter,PrincipalAxisLength_1,PrincipalAxisLength_2,PrincipalAxisLength_3,Orientation_1,Orientation_2,Orientation_3,EigenVectors_1,EigenVectors_2,EigenVectors_3,EigenVectors_4,EigenVectors_5,EigenVectors_6,EigenVectors_7,EigenVectors_8,EigenVectors_9,EigenValues_1,EigenValues_2,EigenValues_3,Solidity,SurfaceArea,WeightedCentroid_1,WeightedCentroid_2,WeightedCentroid_3,MeanIntensity,MinIntensity,MaxIntensity,sphericity,id,nb_branch_pt,SkeletonSize,MeanWidth,MaxWidth,MinWidth,channel_2_MaxIntensity,channel_2_MeanIntensity,channel_2_MinIntensity,channel_2_WeightedCentroid_1,channel_2_WeightedCentroid_2,channel_2_WeightedCentroid_3,channel_2_Ratio_MaxIntensity,channel_2_Ratio_MeanIntensity,channel_2_Ratio_MinIntensity,channel_2_Ratio_WeightedCentroid_1,channel_2_Ratio_WeightedCentroid_2,channel_2_Ratio_WeightedCentroid_3
752,71.2912234042553,312.143617021277,4.55452127659574,11.2825276390428,28.1864185647125,7.60911196769824,5.42640426192249,2.88833355220563,-12.3516274526743,96.2019177160277,0.975612265626698,0.0492232254371171,0.213910685184981,0.206944867889876,0.118611174812712,-0.971136041378132,0.0731746459696482,-0.991719952046501,-0.105532023102476,49.6546369690733,3.61866155856054,1.84036645086316,0.806002143622722,549.892009808808,71.268599023471,311.835896008223,4.53433912968991,124.191489361702,0,672,0.727252588429825,1,0,28,2.473969,3,2,191,23.969414893617,0,71.2225242718447,311.130651872399,4.26457697642164,128,2.69447139178224,0.00203665987780041,71.351785699605,311.561472298884,4.24848054895102
1992,127.873995983936,499.961345381526,7.30823293172691,15.6109825136063,36.7770257177549,10.9164329505492,8.99407859857028,-32.5499141378209,17.1857459152746,-84.2543132448374,-0.805288135261681,0.514011935819333,0.295470386066061,-0.193943243899205,0.242562172458861,-0.950552266126325,0.560265149150488,0.822772947007436,0.0956432973087068,84.5343512902754,7.44803177273974,5.05584061482874,0.678243105209397,1132.57718127842,127.163758248747,501.408547292159,6.8033376194229,254.161144578313,0,957,0.675993530843779,2,3,33,2.894955,4.24264,2,478,70.1591365461847,0,126.170002218136,502.750803179805,5.71730217448858,181,1.36368405342018,0.00124378109452736,127.951977696378,498.411157100043,7.03955952860368
632,173.036392405063,786.212025316456,4.20411392405063,10.6472998611068,26.2389281596028,7.37097874413003,5.62390935909514,-17.5501488235277,12.810356426788,137.817529406475,-0.929721259807947,0.29403488174537,0.221724755898188,0.0814878538609129,0.751413962051917,-0.654779953348133,-0.359135223466408,-0.590694968617837,-0.722565806909866,43.0300844352998,3.39570797790105,1.97677227995737,0.736596736596737,491.346388767875,172.78654070426,787.409903598486,3.79920965860944,188.590189873418,0,824,0.72483820276317,3,0,22,2.39679,2.828427,2,219,17.9224683544304,0,172.614990730114,787.700979959389,3.61225390659486,149,1.5395020543264,0.00127226463104326,173.257059685936,784.805372781709,4.31552832751055
1941,173.240082431736,190.477073673364,5.46934569809377,15.4766028330622,43.6293588894634,11.4410744696343,6.31676637173158,-45.1221445761459,-4.82997910579472,-90.9396201941161,0.70309212749795,-0.706096275139602,0.0841992309013962,-0.0477824513603581,0.0712275207072556,0.996314949017575,0.709491576829776,0.704524442817904,-0.0163404981478806,118.9700598191,8.18113656373237,2.49384608718995,0.809424520433695,1118.88491541152,173.470090515182,190.23316651879,5.52513562520406,279.298815043792,0,1271,0.67253629846407,4,1,25,2.857385,3.316625,2.44949,690,49.7490984028851,0,177.541366776094,186.405704048134,3.64353841533507,453,2.46276034123782,0.00100704934541793,182.865428717981,182.749451807065,2.89321688198424
1164,181.601374570447,399.907216494845,5.62457044673539,13.0512302830717,25.6512371024944,10.394555563519,6.74531466414622,-43.0893517031375,10.4645855989316,-96.4936015437738,-0.718142610155156,0.67177567273571,0.181627742924984,-0.209047455071714,0.0406907492360421,-0.977058557331468,0.663754738595197,0.739636200065339,-0.111211233898949,41.124122805524,6.75292408519275,2.84370436989663,0.83982683982684,682.588707791896,181.459662901689,400.017566437917,5.36401563016388,220.957903780069,0,796,0.783959592788639,5,3,20,2.924189,3.605551,2,996,268.439003436426,0,181.067934443438,400.266201118212,4.87667339813034,997,7.33385917438173,0.003003003003003,180.774208695135,400.678060142976,6.33058380699898
996,181.139558232932,104.361445783133,5.59638554216868,12.3904450321779,34.8923931947296,9.54709283683053,5.29643989258603,-77.8412513534457,-9.94767923894735,-100.200816027259,0.207454534762416,-0.962870949305248,0.172748808940957,0.137316636005064,0.203505022232783,0.969396640907264,0.968559114087913,0.177384443822012,-0.174436239374717,76.0924439284757,5.69668635219129,1.75326722098605,0.689750692520776,720.190079244445,181.345546981546,104.387832962177,5.7110932725672,116.319277108434,0,766,0.669694217235946,6,0,29,2.229579,3,2,197,12.0813253012048,0,182.111609739882,104.128978642068,5.394332252971,98,1.83420772319644,0.00130378096479791,184.205598059322,103.658498008536,4.23054445747287
2440,248.903278688525,952.609426229508,14.777868852459,16.703099492509,63.2262959571955,10.9407299437151,7.59930578347839,-85.8012206784835,26.8195161313392,92.1153837960221,-0.0653411624430045,0.890036933747976,0.451181547777719,0.00380133000491073,0.452366532800028,-0.891824012848205,0.997855742269788,0.0565577277388572,0.0329414792052003,249.84778127918,7.48122323133146,3.60934052442551,0.561694290976059,1447.53204208873,249.002252295196,952.706059984937,14.7905282049326,343.911475409836,0,1539,0.605502335774538,7,3,51,2.911144,3.162278,2,264,11.9930327868852,0,244.625226395106,952.934353962342,12.2516146669856,75,0.231296141796692,0.000855431993156544,251.882300078489,951.583788223698,16.8127152610649
1054,239.667931688805,478.72770398482,4.44212523719165,12.6264325432085,29.4539726008585,8.82817960973656,6.4787446444259,-29.8011563120626,9.64417356656057,-99.9047062011582,-0.855491583347096,0.489967577509222,0.167528874562037,-0.228694828882952,-0.0672431813029717,-0.971173017443573,0.464578116213491,0.869143329697697,-0.169579026938841,54.2210313732578,4.8710472013605,2.62338326047982,0.825371965544244,674.808452761208,239.761891580008,478.514027762028,4.35560009872129,284.472485768501,0,980,0.742216636063293,8,0,22,2.797929,3.162278,2,517,121.229601518027,0,239.248771287253,479.40444214876,3.97524574254946,322,2.48797799261863,0.00123152709359606,239.091880755323,479.034682302011,3.60302378321609
1434,240.818688981869,558.069735006973,6.30753138075314,13.9910457379818,34.8707859447862,10.4637951066732,8.03282524786896,4.84465326147827,-18.343249631618,49.5856568714592,0.945797066238517,0.0801631485348436,0.314709038814577,-0.293508565487722,0.62575804050817,0.722689142525827,0.138998674382003,0.775887069331843,-0.615368689619231,75.9982320254439,6.84318800215232,4.03289259142507,0.611513859275053,932.306578775856,240.901082833242,557.980649864697,6.28535065427182,169.308926080893,0,660,0.659616448029932,9,1,38,2.627316,3.316625,2,300,25.7189679218968,0,240.607602830726,555.925842574767,5.33111900436539,109,1.63219758407014,0.00172117039586919,240.245356913988,556.353818821892,6.24962443875428
992,252.360887096774,506.949596774194,3.26612903225806,12.3738358366215,48.7592378309619,6.94998074916289,5.53371310447804,6.13050252422125,-0.54770576968542,-82.7355962070568,0.994235803304804,0.106788532091059,0.00955912342677737,0.00407568397508085,-0.126737877239326,0.991927869995094,0.107138024188366,-0.98617124267883,-0.126442571495153,148.591454616019,3.01888952585843,1.91387379516696,0.575739988392339,828.989371906182,252.501909833356,507.905816726342,3.01040384358359,143.305443548387,0,598,0.58024259921653,10,3,51,1.992222,2.828427,1,432,34.4788306451613,0,252.448878753326,507.658129403853,2.74116305587229,124,2.18007205161889,0.00166944908180301,252.195010941783,506.777089237149,3.65861601077079
