Volume,Centroid_1,Centroid_2,Centroid_3,EquivDiameter,PrincipalAxisLength_1,PrincipalAxisLength_2,PrincipalAxisLength_3,Orientation_1,Orientation_2,Orientation_3,EigenVectors_1,EigenVectors_2,EigenVectors_3,EigenVectors_4,EigenVectors_5,EigenVectors_6,EigenVectors_7,EigenVectors_8,EigenVectors_9,EigenValues_1,EigenValues_2,EigenValues_3,Solidity,SurfaceArea,WeightedCentroid_1,WeightedCentroid_2,WeightedCentroid_3,MeanIntensity,MinIntensity,MaxIntensity,sphericity,id,nb_branch_pt,SkeletonSize,MeanWidth,MaxWidth,MinWidth
3872,34.9863119834711,797.651601239669,6.34245867768595,19.4825399493513,91.3872153548134,15.2559211135342,8.9739175877845,-15.2183394498689,-6.29654453264985,6.67559518209479,0.959111636225318,-0.260914550646916,0.109674365819506,-0.248416078621108,-0.961737216293824,-0.115546435158845,-0.135625665490366,-0.0835770546030642,0.987228724665248,521.97644564419,14.5464455638987,5.03319980452175,0.444036697247706,2296.74289271238,35.9649179652954,793.665765758897,5.79685736940014,67.75,0,807,0.519192777619637,1,0,83,2.912563,3.162278,2
2067,40.5447508466376,233.994194484761,7.1359458151911,15.8044948068214,104.247780675926,16.8914782700747,6.33953247990351,-59.3937874985488,-4.64485519964914,10.0943414532656,0.507462635183168,-0.857860148943445,0.0809792488708439,-0.840137573573502,-0.513469481217205,-0.17469387318553,-0.191443284977517,-0.0206169035809278,0.981287120023366,679.224985991004,17.8326273842754,2.51185450398448,0.243147864957064,217.82955046365,39.1999336961627,235.498485141494,7.17442513652144,52.5355587808418,0,776,3.60241973950928,2,3,39,2.252043,3,1
2258,58.8503100088574,227.888396811337,5.60451727192206,16.2770277949554,72.6727389322262,14.7629595569093,8.07619143899251,-42.9212843132263,-8.98264519480988,8.44752442674899,0.72330893388459,-0.672641031924916,0.156135288560023,-0.656808327067755,-0.739965046524413,-0.145101865655065,-0.213136124711874,-0.00240251807628003,0.977019559809167,330.082936494469,13.6215609299338,4.07655425995349,0.375270068140269,1702.71339706905,56.4325939960148,229.596014764969,5.54655865155326,67.7878653675819,0,808,0.488830763842873,3,5,80,2.202927,3.162278,1
1250,77.8216,225.9688,4.5512,13.3650461757198,35.2286180605638,9.47864262586605,6.34591683478669,-60.4653171604129,-5.28889003367235,24.6928116966096,0.490851630724303,-0.866353267096418,0.0921775092235346,-0.771517667716606,-0.481378923005078,-0.415974543557174,-0.404753214955015,-0.133065206112769,0.904692481402242,77.5659706535678,5.6152916268053,2.51691627962682,0.683060109289617,837.513075831484,74.9795869102759,227.425099198865,5.0322716917367,53.0248,0,744,0.670037645042868,4,0,30,2.271161,3,1
3701,93.6519859497433,327.578492299379,6.51310456633342,19.1914072268269,72.7417516637493,14.8992779084458,9.01698208928502,-0.166876585803113,-4.04046168896417,25.030938643287,-0.997510309299855,0.00290530274355166,-0.0704609257424028,-0.0271734317562571,0.90616243620978,0.422055972364974,-0.0650752445027763,-0.42291984869278,0.903827424973695,330.710152194411,13.8742801370688,5.08162287490543,0.531829285816928,2137.53451974743,93.2214805175418,327.060710889862,6.82150842611853,83.2610105376925,0,833,0.5413153936732,12,3,76,2.603052,3.162278,1.414214
482,112.902489626556,341.941908713693,6.32572614107884,9.72783372317443,11.3906482803495,10.4092918785175,6.31242508997471,62.1271856274575,-7.6974321035054,91.6495564212816,0.46329779236495,0.876022121598742,0.133941771152257,0.0371465709774181,0.131811646604327,-0.990578528983985,0.88542378997539,-0.463908323151348,-0.0285268269620176,8.10917926541434,6.77208483826059,2.49041940728388,0.821124361158433,330.583257280706,113.192488262911,342.148669796557,6.51121544079291,7.95435684647303,0,201,0.899293170915692,13,0,3,3.361485,3.605551,3.162278
717,218.220362622036,443.437935843794,4.92468619246862,11.1047003613038,17.4977015531722,10.3208110964175,6.85411477138895,61.7717305430146,15.6861676287722,-62.206530183628,-0.455370159899585,-0.848256534736052,0.27036802464532,0.523957693649966,-0.00981491697527645,0.851687737771172,0.719796049404298,-0.529494587963233,-0.448919957876247,19.1355974777428,6.65744635549595,2.93618058121076,0.759533898305085,486.732499894169,217.103274559194,442.835234849607,5.26211290561565,9.41283124128312,0,206,0.795926960532733,14,0,9,2.655012,3.316625,2
1138,257.116871704745,43.4516695957821,5.89279437609842,12.9533235415729,23.6234628748084,11.8435022548606,7.7948494760938,-43.7803123164764,7.95372276397305,-110.743414028808,-0.715052506797608,0.685239201211381,0.138373225898818,0.338486801228399,0.166186297320116,0.926179680179389,0.611658890163972,0.709104612667425,-0.350776353788505,34.8792498873406,8.76678410380554,3.79747989718499,0.670990566037736,763.767380269588,257.51095890411,43.4785388127854,5.98538812785388,3.84885764499121,0,205,0.690162237540877,15,3,24,2.32439,3.316625,1
443,260.738148984199,687.864559819413,5.48758465011287,9.45805208458879,12.2471665131351,7.87514308432949,7.03651093580347,4.52724860228977,-45.1139955228039,66.1127128814695,0.703496680287891,0.0557030418289379,0.708512238394596,0.677765629339245,-0.352540470452945,-0.645251089405662,-0.213836789421969,-0.934137242499099,0.285764657832078,9.3745679750286,3.87611741241641,3.09453038435512,0.8635477582846,310.769293886038,261.075403016121,687.772750910036,5.59230369214769,4.34085778781038,0,118,0.904305504287704,16,0,5,2.996282,3.162278,2.828427
534,269.149812734082,686.941947565543,4.69850187265918,10.0657825676096,12.8044758324119,8.87067406177484,7.77000608097226,50.5539360843083,-40.4374177834647,27.9163185290973,0.483575527653979,0.587750433612017,0.648617095706751,0.875298764407291,-0.326915803253692,-0.356339908809079,0.00260424293124633,0.740051001872087,-0.672545710377277,10.2471625839263,4.91805364439031,3.77331215614662,0.77956204379562,372.337409401787,269.166603126191,687.144872283645,4.86199008768586,4.91198501872659,0,165,0.85488616696386,17,0,5,3.188116,3.316625,2.828427
